"","STATEFP","COUNTYFP","TRACTCE","PUMA5CE_20","geoid","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","num_hh","moe"
"1","51","153","900100","15303","51153900100","51246","Less than $35,000","1",19556.6270820996,166,100667526.143324,10033.3207934026,356.717189855124,1590,464.128,0,45.5480142184826,213.267401121886,29.99,389.343437971025,2732.27685331139,32787.3222397367,4280.60627826148,35000,0,2212.67776026328,-32787.3222397367,-2067.9285179982,-37067.9285179982,"Food Insecure",67.924,2
"2","51","153","900100","15303","51153900100","51246","Less than $35,000","2",22986.0763512597,83,72953999.3154235,8541.31133465017,648.168503692559,1620,800.975693105236,45.9347433903577,21.3691553519932,126.43187192536,29.99,453.633700738512,3098.33516451146,37180.0219741375,7778.02204431071,35000,0,-2180.02197413751,-37180.0219741375,-9958.04401844822,-44958.0440184482,"Food Insecure",29.041,1
"3","51","153","900100","15303","51153900100","51246","Less than $35,000","3",23140.7220702159,32,87245873.9386534,9340.54998052328,875.559582794823,1840,910.340323281062,485.902291917973,19.3580997207679,0,29.99,543.111916558965,3828.70263147877,45944.4315777452,10506.7149935379,35000,0,-10944.4315777452,-45944.4315777452,-21451.1465712831,-56451.1465712831,"Food Insecure",6.266,1
"4","51","153","900100","15303","51153900100","51246","Less than $35,000","4",23231.0655561649,27,42569261.2604571,6524.51233889991,1110.41823260706,2300,858.6368,726.211783783784,0,0,29.99,682.083646521412,4596.9222303052,55163.0667636623,13325.0187912847,35000,0,-20163.0667636623,-55163.0667636623,-33488.0855549471,-68488.0855549471,"Food Insecure",7.637,1
"5","51","153","900100","15303","51153900100","51246","Less than $35,000","5",25157.8652776936,37,87461166.7834683,9352.0675138425,1369.90935974697,2750,1188.47084292379,1506.91250388802,0,0,29.99,823.981871949394,6299.35521876121,75592.2626251346,16438.9123169636,35000,0,-40592.2626251346,-75592.2626251346,-57031.1749420982,-92031.1749420982,"Food Insecure",6.132,3
"6","51","153","900100","15303","51153900100","51246","$35,000 to $49,999","1",43933.6822014918,91,14880393.6249054,3857.51132531136,356.717189855124,1590,464.128,0,218.04420867934,694.575736618309,29.99,389.343437971025,3386.08138326867,40632.9765992241,4280.60627826148,49999,35000,9366.02340077591,-5632.97659922409,5085.41712251443,-9913.58287748557,"At-Risk",57.298,1
"7","51","153","900100","15303","51153900100","51246","$35,000 to $49,999","2",42966.3047860317,65,17860405.3968096,4226.15728491139,653.026273624084,1620,882.692214634146,14.2612195121951,178.685670483174,561.692187441248,29.99,454.605254724817,3741.92654679558,44903.118561547,7836.31528348901,49999,35000,5095.88143845304,-9903.11856154696,-2740.43384503597,-17739.433845036,"Food Insecure",36.927,1
"8","51","153","900100","15303","51153900100","51246","$35,000 to $49,999","3",42131.4343301616,30,22211825.0937977,4712.94229688819,891.608178098337,1840,988.162245614035,468.659649122807,102.999403255588,290.858007774538,29.99,546.321635619668,4266.99094138664,51203.8912966396,10699.29813718,49999,35000,-1204.89129663962,-16203.8912966396,-11904.1894338197,-26903.1894338197,"Food Insecure",8.099,1
"9","51","153","900100","15303","51153900100","51246","$35,000 to $49,999","4",42097.680913906,35,15988817.5323592,3998.60194722595,1107.08268423264,2300,993.930332383666,837.635935422602,45.5803915967692,0,29.99,681.416536846529,4888.55319624957,58662.6383549948,13284.9922107917,49999,35000,-8663.63835499479,-23662.6383549948,-21948.6305657865,-36947.6305657865,"Food Insecure",14.374,1
"10","51","153","900100","15303","51153900100","51246","$35,000 to $49,999","5",43299.7234883782,27,19318294.498326,4395.25818335237,1421.98194613014,2750,1341.88302590674,1001.01160621762,4.15992087845969,0,29.99,834.396389226029,5961.44094222884,71537.2913067461,17063.7833535617,49999,35000,-21538.2913067461,-36537.2913067461,-38602.0746603078,-53601.0746603078,"Food Insecure",3.302,1
